,participant,valence_text,arousal_text,focus_text,dominance_text,arousal_break,text_order
1801,LLM050,49,2,29.0,-37.0,29.0,9
1802,LLM050,6,71,2.0,-85.0,2.0,11
1803,LLM050,-46,68,23.0,61.0,23.0,139
1804,LLM050,37,81,-17.0,-55.0,-17.0,112
1805,LLM050,-30,35,35.0,-30.0,35.0,21
1806,LLM050,-21,56,44.0,-43.0,0.0,179
1807,LLM050,76,99,11.0,-82.0,11.0,10
1808,LLM050,-58,23,26.0,67.0,26.0,75
1809,LLM050,-33,44,44.0,-33.0,44.0,50
1810,LLM050,119,53,65.0,30.0,65.0,62
1811,LLM050,46,35,50.0,-85.0,50.0,19
1812,LLM050,49,26,26.0,-76.0,41.0,28
1813,LLM050,37,38,56.0,-79.0,56.0,110
1814,LLM050,-52,17,23.0,-52.0,23.0,153
1815,LLM050,-113,-96,-196.0,222.0,-196.0,141
1816,LLM050,82,50,78.0,-40.0,78.0,121
1817,LLM050,-76,41,56.0,-67.0,41.0,107
1818,LLM050,52,-65,2.0,-61.0,2.0,86
1819,LLM050,52,-35,23.0,-67.0,23.0,84
1820,LLM050,-85,102,-29.0,61.0,-29.0,177
1821,LLM050,46,47,65.0,-64.0,65.0,93
1822,LLM050,46,68,5.0,-21.0,5.0,176
1823,LLM050,-97,56,-41.0,-52.0,-41.0,125
1824,LLM050,27,38,47.0,-49.0,-108.0,92
1825,LLM050,82,-99,8.0,-3.0,8.0,82
1826,LLM050,88,53,32.0,-9.0,-75.0,95
1827,LLM050,-33,84,-32.0,61.0,-32.0,122
1828,LLM050,33,20,41.0,-49.0,41.0,100
1829,LLM050,100,-96,44.0,-27.0,-208.0,17
1830,LLM050,-30,29,-41.0,97.0,-41.0,20
1831,LLM050,-103,59,59.0,-103.0,59.0,13
1832,LLM050,-43,65,71.0,-61.0,-181.0,144
1833,LLM050,85,35,35.0,85.0,35.0,131
1834,LLM050,-12,-35,38.0,-79.0,53.0,123
1835,LLM050,79,68,62.0,-76.0,62.0,170
1836,LLM050,-15,41,44.0,-30.0,44.0,73
1837,LLM050,30,62,56.0,-79.0,56.0,27
1838,LLM050,24,65,47.0,-91.0,47.0,132
1839,LLM050,37,-84,38.0,-46.0,38.0,94
1840,LLM050,40,62,68.0,-49.0,68.0,136
1841,LLM050,33,47,75.0,-85.0,75.0,43
1842,LLM050,110,-35,5.0,0.0,-129.0,172
1843,LLM050,40,23,29.0,-64.0,29.0,6
1844,LLM050,70,35,62.0,-82.0,62.0,80
1845,LLM050,94,26,53.0,-27.0,53.0,88
1846,LLM050,43,35,53.0,-40.0,53.0,1
1847,LLM050,61,50,32.0,-18.0,32.0,32
1848,LLM050,52,20,14.0,-61.0,14.0,97
1849,LLM050,91,-65,44.0,-106.0,-50.0,0
1850,LLM050,-18,53,-38.0,49.0,-38.0,109
1851,LLM050,91,-78,62.0,6.0,62.0,91
1852,LLM050,33,-8,23.0,-40.0,23.0,108
1853,LLM050,55,8,38.0,-49.0,38.0,36
1854,LLM050,128,26,35.0,18.0,0.0,81
1855,LLM050,-46,32,32.0,85.0,32.0,133
1856,LLM050,-55,23,-20.0,91.0,-20.0,33
1857,LLM050,73,20,11.0,-119.0,11.0,175
1858,LLM050,49,53,53.0,-46.0,65.0,63
1859,LLM050,-9,-56,-5.0,-33.0,-5.0,155
1860,LLM050,0,-8,11.0,-30.0,11.0,105
1861,LLM050,-97,44,44.0,-91.0,44.0,142
1862,LLM050,-55,93,23.0,43.0,23.0,49
1863,LLM050,55,62,50.0,-73.0,50.0,154
1864,LLM050,15,38,26.0,-70.0,26.0,89
1865,LLM050,-27,84,75.0,-40.0,75.0,55
1866,LLM050,0,20,20.0,-106.0,0.0,7
1867,LLM050,-52,44,8.0,3.0,8.0,34
1868,LLM050,21,35,44.0,-88.0,44.0,161
1869,LLM050,58,50,71.0,-30.0,71.0,129
1870,LLM050,-70,65,47.0,43.0,47.0,46
1871,LLM050,82,32,26.0,-94.0,26.0,40
1872,LLM050,27,50,17.0,-58.0,35.0,59
1873,LLM050,100,-23,14.0,40.0,14.0,152
1874,LLM050,79,81,59.0,-24.0,59.0,106
1875,LLM050,-9,53,53.0,-9.0,53.0,159
1876,LLM050,-67,87,87.0,-67.0,87.0,69
1877,LLM050,-94,50,50.0,-94.0,0.0,72
1878,LLM050,79,32,38.0,-21.0,38.0,53
1879,LLM050,110,8,38.0,-15.0,38.0,79
1880,LLM050,52,75,50.0,-58.0,50.0,174
1881,LLM050,52,41,20.0,-61.0,20.0,38
1882,LLM050,37,-11,20.0,-37.0,0.0,130
1883,LLM050,43,29,14.0,-70.0,14.0,145
1884,LLM050,-213,68,62.0,-116.0,71.0,44
1885,LLM050,-52,44,44.0,-52.0,44.0,163
1886,LLM050,-91,105,105.0,-91.0,105.0,58
1887,LLM050,-9,-99,65.0,-64.0,65.0,41
1888,LLM050,-18,23,32.0,-33.0,32.0,116
1889,LLM050,94,50,71.0,-61.0,71.0,102
1890,LLM050,-3,56,59.0,-37.0,59.0,160
1891,LLM050,67,5,14.0,-30.0,14.0,111
1892,LLM050,-18,50,38.0,-73.0,32.0,162
1893,LLM050,64,59,56.0,-24.0,0.0,115
1894,LLM050,128,75,71.0,-24.0,71.0,119
1895,LLM050,-113,90,81.0,-24.0,81.0,87
1896,LLM050,-24,56,50.0,76.0,50.0,2
1897,LLM050,15,126,47.0,-55.0,47.0,51
1898,LLM050,-12,81,75.0,-70.0,75.0,140
1899,LLM050,76,87,71.0,-55.0,50.0,98
1900,LLM050,79,26,14.0,-88.0,14.0,99
1901,LLM050,91,53,26.0,-12.0,26.0,47
1902,LLM050,85,-99,23.0,-33.0,23.0,124
1903,LLM050,58,-38,41.0,-27.0,41.0,113
1904,LLM050,79,17,26.0,-37.0,26.0,149
1905,LLM050,70,2,38.0,-18.0,5.0,64
1906,LLM050,79,-26,20.0,9.0,20.0,77
1907,LLM050,18,-56,5.0,3.0,5.0,54
1908,LLM050,12,71,47.0,-106.0,47.0,61
1909,LLM050,-46,23,23.0,-79.0,23.0,137
1910,LLM050,91,32,26.0,-15.0,26.0,103
1911,LLM050,97,17,32.0,6.0,32.0,78
1912,LLM050,-6,99,68.0,-76.0,68.0,70
1913,LLM050,-61,23,23.0,-61.0,23.0,74
1914,LLM050,27,23,41.0,-76.0,-8.0,151
1915,LLM050,70,75,41.0,-52.0,-178.0,166
1916,LLM050,-43,-65,65.0,-33.0,65.0,128
1917,LLM050,70,23,-8.0,-79.0,-8.0,96
1918,LLM050,3,71,59.0,-49.0,59.0,30
1919,LLM050,-52,2,71.0,-52.0,71.0,117
1920,LLM050,128,8,29.0,12.0,-50.0,56
1921,LLM050,-73,-65,84.0,-67.0,84.0,4
1922,LLM050,176,-32,-23.0,15.0,-23.0,16
1923,LLM050,55,75,-53.0,67.0,-38.0,168
1924,LLM050,-49,53,-75.0,9.0,0.0,22
1925,LLM050,-103,78,-8.0,-3.0,-8.0,37
1926,LLM050,-21,-20,62.0,-21.0,62.0,104
1927,LLM050,-37,84,47.0,-40.0,47.0,171
1928,LLM050,-110,102,84.0,-70.0,20.0,45
1929,LLM050,3,14,26.0,-21.0,26.0,138
1930,LLM050,-12,53,53.0,-12.0,53.0,31
1931,LLM050,-61,41,41.0,-61.0,41.0,143
1932,LLM050,-70,8,11.0,-67.0,11.0,83
1933,LLM050,-33,23,23.0,-33.0,23.0,164
1934,LLM050,-55,62,62.0,-55.0,62.0,157
1935,LLM050,-49,20,20.0,-49.0,20.0,127
1936,LLM050,-18,38,38.0,-18.0,38.0,147
1937,LLM050,-33,-41,-8.0,-24.0,-8.0,165
1938,LLM050,64,35,29.0,18.0,29.0,135
1939,LLM050,-56,109,109.0,-56.0,109.0,8
1940,LLM050,249,123,50.0,-21.0,50.0,66
1941,LLM050,-33,-14,26.0,-82.0,26.0,169
1942,LLM050,64,-138,-23.0,-67.0,99.0,173
1943,LLM050,216,53,8.0,149.0,8.0,3
1944,LLM050,106,8,20.0,58.0,0.0,68
1945,LLM050,243,59,62.0,161.0,62.0,25
1946,LLM050,225,129,129.0,225.0,129.0,39
1947,LLM050,161,90,90.0,161.0,90.0,134
1948,LLM050,113,-75,5.0,82.0,-29.0,158
1949,LLM050,-106,108,105.0,-100.0,-29.0,90
1950,LLM050,113,8,32.0,58.0,32.0,76
1951,LLM050,231,157,184.0,-12.0,184.0,42
1952,LLM050,204,138,59.0,179.0,59.0,85
1953,LLM050,173,-175,-53.0,40.0,-53.0,23
1954,LLM050,140,108,138.0,-27.0,138.0,5
1955,LLM050,91,199,178.0,-91.0,178.0,12
1956,LLM050,-189,105,108.0,-189.0,108.0,156
1957,LLM050,-137,-44,78.0,-155.0,78.0,178
1958,LLM050,122,120,20.0,189.0,20.0,15
1959,LLM050,167,56,56.0,167.0,56.0,60
1960,LLM050,195,-102,-102.0,195.0,-102.0,48
1961,LLM050,-6,14,14.0,-6.0,129.0,146
1962,LLM050,125,75,-81.0,97.0,-81.0,57
1963,LLM050,100,-120,14.0,-43.0,14.0,14
1964,LLM050,164,-62,-11.0,119.0,0.0,35
1965,LLM050,-40,-8,8.0,-27.0,8.0,167
1966,LLM050,128,75,50.0,-110.0,50.0,148
1967,LLM050,186,-111,190.0,-234.0,190.0,65
1968,LLM050,58,-199,17.0,-97.0,17.0,18
1969,LLM050,-231,78,102.0,-189.0,102.0,126
1970,LLM050,125,8,47.0,27.0,47.0,150
1971,LLM050,-131,224,160.0,-164.0,160.0,71
1972,LLM050,-192,96,151.0,-103.0,151.0,67
1973,LLM050,-113,169,193.0,-140.0,193.0,29
1974,LLM050,-100,20,50.0,-103.0,50.0,24
1975,LLM050,-246,108,141.0,-240.0,141.0,114
1976,LLM050,-128,230,178.0,-128.0,-154.0,101
1977,LLM050,146,90,75.0,-46.0,75.0,118
1978,LLM050,-6,132,50.0,-64.0,50.0,52
1979,LLM050,186,111,145.0,-37.0,0.0,120
1980,LLM127,36,-36,49.0,-97.0,49.0,140
1981,LLM127,-15,18,-12.0,46.0,-12.0,47
1982,LLM127,-36,33,-94.0,64.0,-94.0,59
1983,LLM127,-145,87,33.0,77.0,33.0,175
1984,LLM127,-60,48,33.0,7.0,0.0,179
1985,LLM127,-188,75,30.0,-81.0,30.0,97
1986,LLM127,68,54,54.0,-96.0,54.0,61
1987,LLM127,-124,90,42.0,25.0,42.0,126
1988,LLM127,-151,130,-83.0,83.0,-83.0,107
1989,LLM127,-194,63,51.0,40.0,51.0,104
1990,LLM127,-124,218,160.0,131.0,160.0,152
1991,LLM127,98,130,112.0,-142.0,112.0,143
1992,LLM127,95,72,51.0,-124.0,84.0,176
1993,LLM127,174,57,60.0,-133.0,-210.0,45
1994,LLM127,122,115,-13.0,-42.0,-13.0,71
1995,LLM127,31,33,72.0,-103.0,-207.0,7
1996,LLM127,95,-74,8.0,-24.0,8.0,164
1997,LLM127,-112,78,21.0,92.0,185.0,75
1998,LLM127,-148,72,72.0,-148.0,72.0,46
1999,LLM127,-203,-177,45.0,-81.0,45.0,135
2000,LLM127,-103,51,5.0,92.0,5.0,136
2001,LLM127,-99,60,72.0,71.0,72.0,118
2002,LLM127,74,90,57.0,-118.0,57.0,32
2003,LLM127,77,57,57.0,77.0,57.0,125
2004,LLM127,-63,112,93.0,74.0,93.0,19
2005,LLM127,116,2,51.0,-11.0,51.0,94
2006,LLM127,49,66,72.0,-87.0,-95.0,25
2007,LLM127,89,24,84.0,-118.0,84.0,96
2008,LLM127,162,60,72.0,-45.0,72.0,90
2009,LLM127,-106,78,78.0,49.0,78.0,153
2010,LLM127,110,112,45.0,141.0,45.0,14
2011,LLM127,86,66,-22.0,-130.0,-22.0,137
2012,LLM127,110,45,72.0,-69.0,72.0,85
2013,LLM127,-99,148,106.0,-166.0,106.0,16
2014,LLM127,-145,93,-113.0,25.0,166.0,147
2015,LLM127,-151,127,-147.0,98.0,-147.0,64
2016,LLM127,107,90,96.0,-39.0,96.0,124
2017,LLM127,62,103,60.0,-72.0,60.0,108
2018,LLM127,-54,-86,185.0,46.0,185.0,60
2019,LLM127,165,-62,112.0,-72.0,112.0,84
2020,LLM127,-121,106,106.0,-121.0,106.0,37
2021,LLM127,141,54,163.0,-93.0,163.0,105
2022,LLM127,-96,72,115.0,-148.0,48.0,62
2023,LLM127,62,87,121.0,-124.0,121.0,6
2024,LLM127,128,33,81.0,-96.0,81.0,151
2025,LLM127,186,121,106.0,-133.0,106.0,134
2026,LLM127,122,-86,69.0,83.0,0.0,101
2027,LLM127,7,8,30.0,-115.0,0.0,22
2028,LLM127,134,-22,75.0,-160.0,75.0,169
2029,LLM127,-236,48,84.0,-145.0,78.0,2
2030,LLM127,74,54,33.0,-54.0,33.0,156
2031,LLM127,-57,57,45.0,68.0,45.0,67
2032,LLM127,46,78,60.0,-118.0,60.0,138
2033,LLM127,-78,39,99.0,-209.0,99.0,77
2034,LLM127,95,103,175.0,-103.0,175.0,83
2035,LLM127,43,182,154.0,-124.0,154.0,89
2036,LLM127,-54,5,124.0,-90.0,124.0,31
2037,LLM127,-14,142,106.0,-172.0,0.0,158
2038,LLM127,65,33,60.0,-54.0,39.0,116
2039,LLM127,-2,90,109.0,-115.0,109.0,121
2040,LLM127,-133,72,72.0,-133.0,72.0,117
2041,LLM127,-54,109,90.0,80.0,90.0,168
2042,LLM127,195,30,-4.0,-99.0,0.0,120
2043,LLM127,-157,115,-4.0,113.0,-4.0,43
2044,LLM127,125,30,60.0,-121.0,60.0,27
2045,LLM127,110,106,81.0,-57.0,0.0,92
2046,LLM127,-239,99,151.0,-185.0,151.0,44
2047,LLM127,-142,81,81.0,-142.0,81.0,167
2048,LLM127,119,112,60.0,-142.0,60.0,98
2049,LLM127,177,87,136.0,-90.0,136.0,34
2050,LLM127,116,124,142.0,-63.0,142.0,142
2051,LLM127,55,-122,42.0,-54.0,42.0,50
2052,LLM127,113,81,81.0,-8.0,63.0,15
2053,LLM127,37,-195,78.0,-142.0,78.0,127
2054,LLM127,95,27,54.0,-96.0,54.0,26
2055,LLM127,-112,151,151.0,-112.0,151.0,157
2056,LLM127,134,8,36.0,-115.0,36.0,5
2057,LLM127,-182,206,69.0,-66.0,69.0,154
2058,LLM127,-24,239,39.0,-142.0,39.0,146
2059,LLM127,-21,87,87.0,-142.0,87.0,8
2060,LLM127,-42,157,157.0,-42.0,157.0,23
2061,LLM127,7,-65,72.0,-90.0,72.0,112
2062,LLM127,22,-28,33.0,-99.0,33.0,103
2063,LLM127,10,127,99.0,-109.0,99.0,69
2064,LLM127,-5,136,139.0,-136.0,81.0,66
2065,LLM127,-66,57,72.0,58.0,72.0,99
2066,LLM127,1,112,112.0,-127.0,112.0,129
2067,LLM127,-148,87,90.0,-54.0,90.0,139
2068,LLM127,-21,154,124.0,-130.0,124.0,131
2069,LLM127,86,-95,69.0,-72.0,69.0,87
2070,LLM127,-14,57,72.0,-99.0,72.0,141
2071,LLM127,-48,69,93.0,-84.0,93.0,165
2072,LLM127,-160,209,124.0,40.0,51.0,133
2073,LLM127,-145,17,87.0,58.0,87.0,28
2074,LLM127,-151,124,136.0,-75.0,136.0,53
2075,LLM127,-109,182,112.0,-209.0,0.0,35
2076,LLM127,65,63,63.0,-109.0,63.0,111
2077,LLM127,-90,-77,39.0,-106.0,39.0,110
2078,LLM127,150,-89,51.0,-48.0,51.0,86
2079,LLM127,128,-37,60.0,-48.0,-137.0,128
2080,LLM127,95,90,66.0,-99.0,66.0,36
2081,LLM127,232,2,24.0,-106.0,24.0,1
2082,LLM127,55,-13,72.0,-57.0,72.0,58
2083,LLM127,77,-125,48.0,7.0,0.0,115
2084,LLM127,101,60,14.0,-166.0,0.0,166
2085,LLM127,177,-74,87.0,-78.0,39.0,100
2086,LLM127,98,51,112.0,-109.0,112.0,48
2087,LLM127,-136,212,188.0,-130.0,188.0,162
2088,LLM127,104,103,93.0,-136.0,-247.0,144
2089,LLM127,-133,148,148.0,-133.0,148.0,74
2090,LLM127,-118,-171,154.0,-154.0,154.0,0
2091,LLM127,65,185,112.0,-175.0,112.0,95
2092,LLM127,-63,81,-52.0,22.0,-52.0,65
2093,LLM127,-236,115,106.0,-124.0,106.0,149
2094,LLM127,116,63,60.0,-17.0,-83.0,56
2095,LLM127,-172,75,-189.0,110.0,-189.0,177
2096,LLM127,19,-98,2.0,-8.0,2.0,70
2097,LLM127,-103,51,-22.0,62.0,-22.0,132
2098,LLM127,-48,-40,45.0,-48.0,45.0,163
2099,LLM127,1,-86,48.0,-57.0,48.0,20
2100,LLM127,210,151,78.0,-215.0,78.0,29
2101,LLM127,-109,84,84.0,-109.0,84.0,79
2102,LLM127,147,33,42.0,-57.0,42.0,171
2103,LLM127,40,93,84.0,-139.0,27.0,172
2104,LLM127,-106,139,145.0,-115.0,145.0,41
2105,LLM127,62,81,66.0,-81.0,66.0,38
2106,LLM127,19,118,109.0,-121.0,109.0,51
2107,LLM127,-72,66,81.0,-21.0,81.0,93
2108,LLM127,-154,78,99.0,-109.0,118.0,174
2109,LLM127,-157,130,130.0,-157.0,130.0,54
2110,LLM127,-182,103,103.0,-182.0,103.0,12
2111,LLM127,-112,103,103.0,-112.0,103.0,109
2112,LLM127,-24,48,54.0,-30.0,54.0,145
2113,LLM127,92,60,54.0,-178.0,54.0,4
2114,LLM127,-17,42,63.0,-75.0,63.0,91
2115,LLM127,-36,5,51.0,-60.0,51.0,42
2116,LLM127,-121,33,60.0,-169.0,60.0,173
2117,LLM127,77,103,63.0,-124.0,63.0,21
2118,LLM127,-21,78,81.0,-87.0,81.0,55
2119,LLM127,-136,75,24.0,74.0,24.0,3
2120,LLM127,-27,57,87.0,-99.0,87.0,178
2121,LLM127,-63,51,60.0,-106.0,60.0,161
2122,LLM127,-127,-43,39.0,-99.0,17.0,123
2123,LLM127,-163,-71,33.0,-115.0,33.0,159
2124,LLM127,-160,72,48.0,-54.0,48.0,82
2125,LLM127,-21,72,78.0,-30.0,78.0,106
2126,LLM127,86,-98,39.0,-14.0,39.0,102
2127,LLM127,52,-46,21.0,-5.0,21.0,39
2128,LLM127,-24,-89,84.0,-130.0,84.0,113
2129,LLM127,74,-147,45.0,-157.0,-43.0,114
2130,LLM127,-24,54,84.0,-78.0,84.0,11
2131,LLM127,-166,63,63.0,-166.0,63.0,155
2132,LLM127,28,93,96.0,-57.0,0.0,81
2133,LLM127,52,69,69.0,-66.0,69.0,122
2134,LLM127,62,-147,27.0,-87.0,27.0,40
2135,LLM127,-33,90,87.0,-194.0,87.0,88
2136,LLM127,-209,78,78.0,-209.0,78.0,119
2137,LLM127,-90,-22,11.0,-109.0,-198.0,130
2138,LLM127,4,99,69.0,-118.0,69.0,150
2139,LLM127,74,11,30.0,-133.0,30.0,18
2140,LLM127,-90,81,81.0,-90.0,81.0,170
2141,LLM127,28,21,45.0,-84.0,60.0,13
2142,LLM127,-87,-7,5.0,-84.0,0.0,17
2143,LLM127,125,27,75.0,37.0,75.0,80
2144,LLM127,34,87,109.0,-90.0,0.0,68
2145,LLM127,-151,151,63.0,-27.0,63.0,73
2146,LLM127,131,-22,48.0,-30.0,48.0,30
2147,LLM127,13,-113,2.0,-54.0,0.0,72
2148,LLM127,-90,14,14.0,-90.0,14.0,57
2149,LLM127,10,72,90.0,-39.0,90.0,76
2150,LLM127,-81,90,90.0,-81.0,90.0,49
2151,LLM127,-81,-34,78.0,-103.0,78.0,33
2152,LLM127,-33,96,103.0,-109.0,103.0,24
2153,LLM127,-148,133,133.0,-148.0,133.0,9
2154,LLM127,-24,109,112.0,-48.0,112.0,63
2155,LLM127,-63,42,69.0,-99.0,69.0,78
2156,LLM127,-245,17,90.0,13.0,90.0,52
2157,LLM127,62,75,72.0,-60.0,72.0,10
2158,LLM127,-148,99,106.0,-142.0,106.0,160
2159,LLM127,-139,103,103.0,-139.0,103.0,148
2160,LLM124,141,64,87.0,-34.0,87.0,37
2161,LLM124,111,30,67.0,-70.0,-131.0,115
2162,LLM124,-157,204,-44.0,78.0,-44.0,97
2163,LLM124,-214,114,100.0,-53.0,100.0,6
2164,LLM124,-66,134,114.0,-83.0,114.0,137
2165,LLM124,-214,114,114.0,-214.0,114.0,80
2166,LLM124,-174,73,144.0,-100.0,0.0,92
2167,LLM124,-70,127,67.0,145.0,67.0,98
2168,LLM124,-197,144,144.0,-197.0,144.0,177
2169,LLM124,31,94,127.0,-103.0,127.0,155
2170,LLM124,-160,114,114.0,115.0,0.0,144
2171,LLM124,249,-165,77.0,-36.0,77.0,142
2172,LLM124,65,-81,117.0,-127.0,6.0,139
2173,LLM124,-201,134,134.0,-201.0,134.0,23
2174,LLM124,78,164,90.0,-56.0,90.0,14
2175,LLM124,249,-68,63.0,-86.0,63.0,53
2176,LLM124,-150,177,177.0,-150.0,177.0,136
2177,LLM124,128,80,107.0,-6.0,104.0,93
2178,LLM124,71,147,120.0,-130.0,120.0,169
2179,LLM124,-80,94,141.0,-190.0,141.0,5
2180,LLM124,-143,26,130.0,-43.0,130.0,100
2181,LLM124,249,117,13.0,-97.0,13.0,159
2182,LLM124,-160,137,144.0,-16.0,144.0,78
2183,LLM124,-26,104,104.0,-26.0,104.0,15
2184,LLM124,-50,127,127.0,-50.0,107.0,101
2185,LLM124,-39,-4,137.0,-127.0,137.0,95
2186,LLM124,-73,235,188.0,55.0,154.0,112
2187,LLM124,55,-41,100.0,-127.0,0.0,7
2188,LLM124,-80,157,144.0,24.0,144.0,134
2189,LLM124,138,97,90.0,-147.0,90.0,99
2190,LLM124,-130,214,161.0,138.0,161.0,27
2191,LLM124,-197,194,10.0,91.0,10.0,19
2192,LLM124,-167,174,110.0,48.0,110.0,75
2193,LLM124,51,-17,80.0,-93.0,80.0,94
2194,LLM124,169,110,147.0,-66.0,124.0,83
2195,LLM124,48,97,104.0,-123.0,104.0,43
2196,LLM124,-207,161,141.0,-86.0,141.0,163
2197,LLM124,169,164,188.0,-143.0,188.0,117
2198,LLM124,185,63,127.0,-46.0,127.0,103
2199,LLM124,-160,241,50.0,192.0,50.0,86
2200,LLM124,155,120,141.0,-103.0,141.0,148
2201,LLM124,-16,235,134.0,65.0,0.0,120
2202,LLM124,165,-128,124.0,-63.0,87.0,154
2203,LLM124,24,20,63.0,-26.0,63.0,71
2204,LLM124,34,167,117.0,61.0,117.0,150
2205,LLM124,-86,97,100.0,61.0,100.0,76
2206,LLM124,169,167,151.0,-66.0,151.0,91
2207,LLM124,159,177,90.0,-147.0,-34.0,22
2208,LLM124,34,224,-7.0,-29.0,-7.0,42
2209,LLM124,-143,218,218.0,-143.0,204.0,125
2210,LLM124,48,208,50.0,51.0,50.0,12
2211,LLM124,-160,208,127.0,-26.0,127.0,64
2212,LLM124,8,47,134.0,-120.0,134.0,3
2213,LLM124,85,171,151.0,-164.0,-165.0,130
2214,LLM124,-66,134,50.0,61.0,50.0,29
2215,LLM124,68,120,164.0,-143.0,164.0,38
2216,LLM124,21,231,167.0,-180.0,167.0,129
2217,LLM124,-70,6,110.0,-184.0,110.0,61
2218,LLM124,246,164,127.0,4.0,164.0,25
2219,LLM124,192,161,174.0,-60.0,174.0,114
2220,LLM124,105,198,151.0,-184.0,151.0,51
2221,LLM124,-110,214,63.0,-100.0,63.0,96
2222,LLM124,-76,141,120.0,18.0,120.0,74
2223,LLM124,11,211,188.0,-110.0,188.0,89
2224,LLM124,81,127,147.0,-177.0,147.0,32
2225,LLM124,149,221,235.0,-140.0,235.0,21
2226,LLM124,-184,198,124.0,-107.0,124.0,48
2227,LLM124,21,198,198.0,21.0,198.0,128
2228,LLM124,-36,167,144.0,135.0,0.0,68
2229,LLM124,14,47,127.0,-56.0,127.0,110
2230,LLM124,-56,211,211.0,-56.0,211.0,65
2231,LLM124,-241,194,97.0,58.0,97.0,157
2232,LLM124,-123,127,130.0,-140.0,238.0,39
2233,LLM124,-46,248,110.0,-107.0,110.0,24
2234,LLM124,91,164,60.0,1.0,60.0,105
2235,LLM124,-234,77,77.0,-234.0,77.0,50
2236,LLM124,165,171,204.0,-120.0,204.0,33
2237,LLM124,152,90,167.0,-150.0,167.0,26
2238,LLM124,135,184,130.0,-80.0,130.0,168
2239,LLM124,-120,177,33.0,-23.0,33.0,165
2240,LLM124,-103,50,50.0,-97.0,50.0,69
2241,LLM124,-110,117,141.0,24.0,141.0,121
2242,LLM124,-117,164,137.0,-97.0,137.0,49
2243,LLM124,-133,-7,107.0,-43.0,107.0,16
2244,LLM124,152,67,120.0,125.0,224.0,4
2245,LLM124,-174,174,174.0,-174.0,174.0,8
2246,LLM124,132,194,191.0,-140.0,191.0,62
2247,LLM124,-120,144,104.0,-107.0,104.0,46
2248,LLM124,-107,73,73.0,-107.0,73.0,13
2249,LLM124,-157,231,90.0,11.0,90.0,104
2250,LLM124,216,107,124.0,-39.0,181.0,35
2251,LLM124,-137,228,90.0,-46.0,0.0,81
2252,LLM124,149,107,83.0,-184.0,23.0,57
2253,LLM124,243,77,57.0,-80.0,0.0,72
2254,LLM124,-46,154,50.0,-19.0,50.0,67
2255,LLM124,81,40,94.0,-63.0,94.0,118
2256,LLM124,102,90,53.0,78.0,53.0,172
2257,LLM124,85,167,137.0,-83.0,137.0,151
2258,LLM124,38,-198,104.0,-157.0,104.0,161
2259,LLM124,-13,147,-24.0,-26.0,20.0,82
2260,LLM124,-127,228,198.0,38.0,198.0,10
2261,LLM124,-177,214,-94.0,28.0,-94.0,18
2262,LLM124,48,94,124.0,-60.0,124.0,170
2263,LLM124,-97,151,-41.0,-26.0,-41.0,70
2264,LLM124,222,181,147.0,-23.0,147.0,85
2265,LLM124,88,124,73.0,24.0,117.0,52
2266,LLM124,-244,167,167.0,-244.0,167.0,30
2267,LLM124,189,73,130.0,-80.0,130.0,133
2268,LLM124,149,174,171.0,-60.0,171.0,54
2269,LLM124,-137,208,164.0,-60.0,164.0,108
2270,LLM124,216,224,248.0,-26.0,248.0,176
2271,LLM124,-214,188,188.0,-214.0,188.0,107
2272,LLM124,-33,204,204.0,-103.0,204.0,102
2273,LLM124,216,80,10.0,-80.0,10.0,127
2274,LLM124,-137,177,-68.0,179.0,97.0,20
2275,LLM124,-103,144,144.0,-103.0,144.0,145
2276,LLM124,91,-41,97.0,-3.0,97.0,162
2277,LLM124,-86,-222,77.0,-80.0,77.0,28
2278,LLM124,4,181,144.0,-6.0,144.0,1
2279,LLM124,105,161,147.0,-107.0,147.0,171
2280,LLM124,-117,90,90.0,-117.0,90.0,34
2281,LLM124,98,221,16.0,138.0,16.0,106
2282,LLM124,-36,120,130.0,-127.0,130.0,2
2283,LLM124,128,70,97.0,-46.0,188.0,124
2284,LLM124,-217,218,181.0,-221.0,181.0,79
2285,LLM124,-177,208,117.0,-16.0,117.0,152
2286,LLM124,125,94,94.0,-43.0,94.0,173
2287,LLM124,-143,184,161.0,71.0,161.0,135
2288,LLM124,189,70,57.0,-3.0,110.0,9
2289,LLM124,-224,87,104.0,-211.0,0.0,45
2290,LLM124,-180,177,177.0,-180.0,177.0,122
2291,LLM124,-76,174,83.0,-76.0,83.0,44
2292,LLM124,-204,114,107.0,-66.0,107.0,59
2293,LLM124,61,144,104.0,-103.0,104.0,174
2294,LLM124,-39,124,124.0,-39.0,124.0,167
2295,LLM124,125,10,87.0,-29.0,87.0,47
2296,LLM124,232,10,-27.0,-36.0,-27.0,84
2297,LLM124,122,231,208.0,58.0,208.0,90
2298,LLM124,-194,63,130.0,-143.0,130.0,164
2299,LLM124,135,73,67.0,-73.0,67.0,88
2300,LLM124,65,70,70.0,65.0,70.0,147
2301,LLM124,-63,-192,-37.0,-157.0,73.0,179
2302,LLM124,-46,104,87.0,65.0,171.0,138
2303,LLM124,-117,70,33.0,58.0,33.0,146
2304,LLM124,-23,130,127.0,-50.0,127.0,113
2305,LLM124,-63,134,134.0,-63.0,134.0,131
